GeneID	SB1	SB2	CB1	CB2	G1	G2	GBE1	GBE2	DC1	DC2
MDOA004447	56	156	289	97	298	145	282	91	136	96
MDOA014200	158	46	300	40	294	14	291	72	403	29
MDOA014625	139	152	373	175	227	59	323	23	155	24
MDOA010835	60	179	86	329	33	257	72	202	43	395
MDOA012859	9	22	46	52	324	272	528	193	188	24
MDOA011517	32	14	399	57	420	167	411	66	78	17
MDOA014310	5	299	17	535	5	92	5	382	13	311
MDOA014413	52	189	132	201	112	162	105	103	535	73
MDOA011889	59	335	193	266	114	77	173	66	206	176
MDOA008018	266	183	495	63	193	17	178	19	169	83
MDOA004196	14	64	106	33	114	182	121	76	681	278
MDOA002346	154	245	527	154	158	208	153	52	18	5
MDOA013915	57	154	101	85	212	81	511	35	387	54
MDOA009074	117	238	77	9	60	31	156	63	909	32
MDOA006032	31	138	120	115	157	126	207	125	640	34
MDOA012237	260	1021	39	65	18	16	106	8	108	59
MDOA012906	71	245	199	132	79	100	143	88	482	164
MDOA003538	132	192	351	237	251	189	225	94	15	22
MDOA014111	4	9	34	40	14	2	35	2	1382	187
MDOA006129	2	7	50	48	567	117	325	120	285	198
MDOA010400	57	104	181	32	422	96	474	106	213	36
MDOA001096	25	92	157	85	94	147	82	44	808	189
MDOA015592	165	161	451	13	105	90	498	49	129	71
MDOA012003	114	272	249	393	140	165	77	266	26	31
MDOA009646	151	508	125	226	103	127	106	258	23	117
MDOA007811	278	349	142	53	53	9	149	100	503	111
MDOA006909	32	159	320	168	386	135	247	154	71	81
MDOA008949	13	538	219	355	33	37	57	94	154	254
MDOA010845	5	14	17	20	31	18	19	4	449	1181
MDOA013246	59	110	276	97	57	57	86	27	909	82
MDOA014147	130	445	14	29	10	10	5	12	824	298
MDOA010229	28	41	102	2	54	18	102	46	978	408
MDOA007967	103	23	371	17	343	25	377	10	507	5
MDOA012106	21	63	50	14	21	34	46	250	805	478
MDOA002661	23	79	59	63	90	68	138	110	878	279
MDOA003239	160	332	119	220	143	206	206	242	16	152
MDOA001282	114	186	313	123	380	174	437	48	20	5
MDOA011978	209	116	289	11	89	6	104	4	935	37
MDOA001431	41	125	729	52	411	50	253	37	87	25
MDOA002750	43	79	104	193	19	13	19	27	861	452
MDOA014116	12	336	129	186	79	104	51	51	688	177
MDOA008120	19	122	158	81	173	250	416	312	192	91
MDOA014081	3	45	11	33	2	21	6	28	741	930
MDOA014368	112	49	183	90	311	52	226	139	506	155
MDOA008331	3	46	32	41	48	32	54	51	1200	319
MDOA011054	84	118	323	61	467	108	458	41	149	18
MDOA008194	4	17	15	22	69	140	177	962	113	309
MDOA015709	235	95	259	129	152	103	525	121	115	96
MDOA013448	505	225	265	33	260	36	297	19	163	30
MDOA007021	24	130	106	159	229	242	282	258	249	159
MDOA002730	80	180	346	172	322	77	358	150	76	84
MDOA008377	143	141	205	51	78	18	133	22	973	85
MDOA000244	67	95	87	62	217	167	367	223	384	184
MDOA005263	167	110	194	24	77	3	194	7	991	86
MDOA001652	2	5	6	14	25	12	32	15	1552	191
MDOA012313	88	143	346	13	437	189	257	51	326	13
MDOA005746	46	217	254	201	266	147	297	285	87	74
MDOA014232	23	19	55	26	179	98	480	286	323	391
MDOA005571	39	142	264	109	348	118	301	158	300	106
MDOA009580	21	269	422	4	447	147	352	121	69	39
MDOA000950	48	239	510	217	231	208	201	71	88	90
MDOA015320	47	252	90	107	87	57	220	364	467	221
MDOA001051	7	251	105	352	100	321	93	363	116	207
MDOA007739	228	752	474	205	115	50	73	10	4	4
MDOA012912	132	844	197	489	31	16	26	41	71	83
MDOA003329	4	2	5	8	42	5	67	139	1478	182
MDOA005133	67	135	503	55	171	111	390	62	404	38
MDOA005620	85	74	175	73	197	187	365	177	400	207
MDOA003447	216	456	290	193	207	43	176	50	248	62
MDOA008165	21	266	286	261	165	118	222	281	183	141
MDOA008621	22	22	61	18	209	166	185	491	414	363
MDOA014137	72	195	355	60	322	259	448	83	134	24
MDOA008761	10	13	95	26	52	17	63	9	1660	8
MDOA005336	6	2	74	10	42	13	74	37	1534	162
MDOA011979	24	81	9	45	18	14	61	360	560	782
MDOA015097	76	22	124	34	80	40	37	16	873	659
MDOA014430	211	349	108	29	93	21	152	77	846	76
MDOA012785	38	232	30	439	67	133	116	174	537	203
MDOA006850	2	18	17	32	19	54	12	16	1422	381
MDOA000637	56	778	136	507	29	28	20	46	242	135
MDOA003006	118	241	324	75	222	144	419	48	323	65
MDOA003026	190	107	287	132	389	99	293	91	312	86
MDOA009623	79	155	290	126	259	192	488	123	154	129
MDOA009429	253	180	153	278	306	93	444	107	83	103
MDOA010602	141	270	412	279	288	213	200	137	13	47
MDOA004238	54	109	304	175	305	173	504	137	191	53
MDOA006161	69	82	389	203	344	242	289	142	137	108
MDOA012229	136	64	344	142	413	99	427	104	258	24
MDOA003849	366	495	308	102	33	12	40	13	624	24
MDOA007027	440	129	278	73	380	19	325	21	347	6
MDOA012597	464	631	300	401	39	35	37	12	96	9
MDOA005568	45	190	222	74	150	134	139	93	813	166
MDOA013931	40	114	35	10	17	20	17	26	823	924
MDOA005189	7	22	5	11	24	23	136	77	1491	236
MDOA015554	5	31	42	77	109	133	66	82	1161	328
MDOA000791	415	1023	218	210	50	22	37	19	42	5
MDOA001912	71	157	808	407	280	209	46	25	26	24
MDOA008739	39	45	295	92	540	111	427	134	327	47
MDOA000015	149	106	297	147	231	155	212	143	464	155
MDOA014882	36	216	182	286	216	360	279	358	80	48
MDOA003301	32	190	246	239	378	168	337	152	197	130
MDOA001860	4	33	2	8	32	12	84	102	1397	401
MDOA005597	41	9	168	20	83	7	177	4	1533	34
MDOA004645	191	384	427	229	222	110	179	112	183	51
MDOA014573	3	10	92	72	201	359	410	520	220	211
MDOA000788	32	400	203	146	128	60	122	90	700	220
MDOA004395	166	744	319	376	74	153	43	60	111	62
MDOA002789	120	780	282	336	84	109	54	201	63	80
MDOA001743	8	6	42	39	41	26	57	75	1107	711
MDOA013939	159	769	132	93	95	86	123	174	290	192
MDOA015397	64	414	218	378	104	88	129	97	244	381
MDOA005879	186	501	366	277	156	87	180	65	283	20
MDOA001570	9	38	9	29	68	50	91	128	1388	317
MDOA012631	19	312	48	160	51	82	34	191	438	797
MDOA014837	5	3	52	2	18	30	82	178	1381	381
MDOA007797	3	19	12	6	13	16	38	26	1483	518
MDOA004433	127	50	29	110	30	49	167	138	856	580
MDOA000283	91	200	410	175	257	309	281	300	65	49
MDOA002471	8	17	24	12	28	12	53	231	1035	722
MDOA012199	3	11	3	13	146	68	559	1034	25	280
MDOA013673	312	1357	102	180	2	8	12	9	127	34
MDOA011441	475	156	172	47	267	61	490	73	383	26
MDOA004071	441	499	265	71	203	58	271	38	277	35
MDOA008596	4	3	116	26	167	288	206	691	170	490
MDOA009160	93	81	579	46	543	66	564	11	172	12
MDOA003076	392	974	96	158	19	26	36	71	217	179
MDOA005200	28	365	143	472	179	350	270	297	12	55
MDOA012634	362	306	144	280	94	120	238	253	46	329
MDOA002501	406	70	508	25	460	26	350	50	275	19
MDOA004995	179	70	290	6	614	77	686	74	128	70
MDOA001943	17	216	67	449	94	265	108	620	99	262
MDOA003748	320	183	423	186	292	64	249	266	47	170
MDOA013081	48	44	80	25	123	53	157	58	1302	317
MDOA007114	9	25	41	14	72	60	61	64	1504	359
MDOA014626	292	317	342	162	242	169	289	172	103	128
MDOA000842	135	258	354	156	390	112	550	194	49	19
MDOA009484	57	57	151	30	59	33	44	94	559	1133
MDOA014946	27	38	172	44	718	60	731	69	335	24
MDOA012818	3	6	56	51	518	205	461	515	237	169
MDOA002862	255	266	156	327	73	93	61	273	240	478
MDOA012656	16	251	109	860	121	616	47	117	51	37
MDOA005383	268	685	321	193	221	88	198	127	53	74
MDOA010206	19	63	120	61	75	129	65	215	993	488
MDOA000396	117	63	686	49	441	82	478	41	270	12
MDOA001573	426	899	341	87	183	52	175	42	35	5
MDOA001153	18	443	142	756	59	280	31	66	118	344
MDOA010391	579	166	256	17	294	18	304	2	621	13
MDOA010230	437	971	234	134	94	27	113	51	158	60
MDOA006362	153	216	226	97	590	136	533	97	204	37
MDOA006575	92	79	295	97	434	136	422	213	399	126
MDOA000613	40	165	292	314	90	90	47	61	462	734
MDOA011234	38	252	312	358	187	400	230	253	152	121
MDOA013447	7	81	17	152	36	149	46	75	1487	253
MDOA003210	101	154	20	9	62	723	66	343	690	138
MDOA008479	13	35	364	166	477	404	335	187	151	177
MDOA014419	66	145	300	79	202	79	222	167	787	281
MDOA008936	426	430	367	301	294	137	248	107	16	3
MDOA014042	112	198	446	326	319	278	323	140	121	67
MDOA000310	86	158	306	74	209	149	332	114	768	140
MDOA003312	167	499	171	302	8	43	10	8	840	294
MDOA002284	110	497	617	192	320	210	185	30	148	39
MDOA011473	71	81	217	83	213	87	418	74	929	178
MDOA012390	8	47	44	46	121	56	114	21	1779	116
MDOA009939	221	194	229	47	325	62	483	63	564	165
MDOA000513	20	78	144	30	149	39	236	689	308	667
MDOA014729	37	63	85	76	501	158	266	54	837	286
MDOA003940	59	334	436	331	320	247	231	245	99	70
MDOA007340	102	325	235	201	313	209	381	191	250	173
MDOA010782	584	253	170	156	41	16	72	20	977	101
MDOA002069	117	407	288	316	218	114	225	137	339	232
MDOA001355	9	9	20	10	27	13	84	30	1887	306
MDOA002490	422	749	542	314	107	62	143	4	34	20
MDOA015091	250	119	236	195	266	110	328	367	85	458
MDOA013267	3	21	7	19	99	23	220	571	958	501
MDOA015465	248	431	276	718	80	104	75	46	369	81
MDOA000411	204	321	335	531	247	124	494	127	31	19
MDOA001264	296	446	305	47	146	29	226	83	830	25
MDOA010462	128	201	429	79	570	113	602	87	174	50
MDOA003524	3	16	5	2	16	19	22	143	1471	740
MDOA014245	4	16	30	4	14	29	53	43	2025	220
MDOA009812	202	139	342	57	477	49	619	92	420	45
MDOA004115	7	24	12	31	18	40	24	76	1159	1052
MDOA014819	7	53	6	28	8	17	25	24	1629	650
MDOA000132	216	202	155	76	112	30	207	21	1277	153
MDOA005584	5	24	23	10	18	17	9	5	2092	247
MDOA006993	5	22	74	175	53	128	157	302	977	557
MDOA014709	128	507	278	351	256	363	269	196	65	40
MDOA002212	17	47	44	83	74	20	118	47	1764	242
MDOA007982	115	116	146	32	92	20	90	9	1816	22
MDOA008157	32	304	343	189	285	315	337	76	542	37
MDOA008817	81	350	433	257	335	301	353	180	111	65
MDOA014471	352	713	81	371	85	105	145	195	256	163
MDOA010867	165	247	319	127	571	98	583	137	172	48
MDOA014271	17	62	100	51	620	189	454	206	538	232
MDOA012039	181	527	504	591	180	207	151	69	35	28
MDOA004301	21	64	79	60	70	40	89	80	1512	462
MDOA001348	10	26	179	48	136	81	126	67	1607	199
MDOA012166	299	302	535	93	241	13	231	21	744	6
MDOA000815	2	9	29	21	21	16	8	9	1637	739
MDOA005346	207	210	525	83	402	181	569	67	217	30
MDOA013746	176	315	698	101	236	176	389	92	275	33
MDOA015508	71	118	110	74	323	100	342	88	1114	152
MDOA000985	27	155	19	34	4	2	9	4	1728	515
MDOA004313	32	17	208	62	70	44	42	46	1437	547
MDOA014628	1141	101	105	37	106	21	156	57	632	154
MDOA004126	1043	726	54	48	14	12	15	2	542	56
MDOA014254	240	542	146	91	111	120	126	158	731	250
MDOA011919	133	243	569	272	128	68	234	68	683	128
MDOA002914	149	367	573	375	159	149	198	93	420	45
MDOA008834	2	2	3	46	29	197	55	1163	59	973
MDOA011686	201	475	188	357	229	102	164	54	577	187
MDOA009878	42	55	249	33	212	74	373	541	585	374
MDOA005183	83	285	182	333	66	124	37	35	414	981
MDOA013468	32	296	82	545	16	117	19	266	94	1083
MDOA006989	416	597	321	151	264	30	291	130	258	95
MDOA004154	117	356	516	326	227	194	183	30	541	64
MDOA000571	315	746	317	193	224	115	321	93	162	69
MDOA011571	68	127	63	91	80	101	104	213	325	1386
MDOA012413	299	636	567	335	265	67	267	44	58	21
MDOA006184	98	143	567	173	504	73	576	70	308	49
MDOA004643	139	169	199	47	294	30	495	117	1011	67
MDOA005701	277	76	634	22	733	13	568	12	221	16
MDOA011524	18	22	65	12	37	20	24	5	2215	157
MDOA003808	441	1267	201	310	12	13	15	14	294	19
MDOA015131	7	26	51	43	230	343	194	45	1188	459
MDOA005021	2	11	7	3	13	7	17	19	2109	405
MDOA000645	347	336	693	95	377	91	541	26	86	7
MDOA004170	72	409	211	299	49	69	52	176	214	1054
MDOA015445	121	108	10	41	41	29	179	532	1119	428
MDOA006782	3	7	150	5	147	47	187	65	1795	204
MDOA004455	168	199	513	215	611	208	419	153	105	23
MDOA001279	130	198	391	136	524	63	774	169	204	37
MDOA014170	220	152	454	80	516	36	680	17	463	9
MDOA015421	25	231	444	206	253	385	199	106	538	246
MDOA000531	315	884	83	79	160	168	184	509	110	153
MDOA003856	17	352	43	784	22	385	29	578	15	422
MDOA006486	41	35	92	106	100	17	235	41	284	1697
MDOA001002	60	76	231	22	366	137	487	194	911	165
MDOA001596	2	33	11	24	355	53	393	454	1115	214
MDOA014101	10	62	17	47	125	207	192	618	582	813
MDOA000059	292	151	38	615	106	206	128	542	47	549
MDOA006269	2	2	30	14	24	18	29	18	1669	868
MDOA007073	64	271	651	493	284	341	247	120	117	89
MDOA013467	2	9	14	6	7	5	7	12	2433	185
MDOA004226	59	184	212	352	40	36	123	44	1537	108
MDOA001631	115	651	156	767	61	212	97	252	64	331
MDOA015737	1746	6	200	25	100	50	216	91	157	116
MDOA000888	406	693	399	200	300	48	274	97	232	66
MDOA007355	21	53	141	136	466	341	492	806	138	125
MDOA006114	20	8	17	32	24	47	105	573	579	1315
MDOA009257	17	903	49	252	17	269	43	533	146	504
MDOA007962	276	1012	243	186	113	41	131	103	477	153
MDOA010962	9	2	56	29	12	10	76	29	2404	114
MDOA007944	16	26	59	11	144	5	123	19	2024	315
MDOA013630	159	72	389	148	353	108	465	246	523	285
MDOA013979	36	121	341	205	449	153	398	134	824	91
MDOA014491	576	719	823	385	41	9	53	25	52	77
MDOA005333	229	178	665	223	356	186	323	135	385	85
MDOA011475	322	271	889	593	264	142	155	7	101	21
MDOA006713	14	16	34	19	23	31	66	158	1605	806
MDOA007169	168	167	654	201	422	92	305	27	692	55
MDOA002911	5	23	30	28	48	32	70	102	1668	779
MDOA005241	35	159	713	253	452	495	364	148	146	25
MDOA002989	17	35	40	52	74	36	113	61	2030	334
MDOA011401	2	8	4	4	2	12	5	18	2510	229
MDOA012899	59	207	246	175	452	325	617	367	189	159
MDOA003534	378	480	281	222	401	357	343	245	51	39
MDOA005988	31	124	84	97	92	99	101	53	1872	247
MDOA000700	62	52	119	36	318	78	900	232	837	171
MDOA014489	247	257	793	244	515	97	544	75	46	6
MDOA009477	202	163	481	243	540	219	437	200	262	78
MDOA014523	101	186	111	150	89	24	83	160	1458	465
MDOA006962	16	4	57	21	401	192	902	808	230	201
MDOA005811	7	173	397	259	460	265	360	602	123	187
MDOA014021	89	214	343	204	238	99	353	127	886	281
MDOA008435	242	215	478	45	790	40	548	8	442	32
MDOA007260	312	1240	161	339	18	9	22	34	378	329
MDOA005099	17	31	162	99	537	196	893	677	88	143
MDOA003456	38	74	283	80	518	378	451	420	439	167
MDOA013407	697	560	173	46	50	7	65	32	928	295
MDOA002481	29	863	311	893	105	185	110	254	7	98
MDOA015567	2	320	92	615	41	523	66	520	119	557
MDOA012215	205	566	562	501	137	114	134	57	454	126
MDOA008974	387	660	126	197	153	104	132	174	632	305
MDOA013427	11	104	139	106	150	188	245	184	1450	296
MDOA009984	78	618	358	318	115	219	222	260	423	263
MDOA004909	302	1320	206	409	46	10	88	63	291	145
MDOA014235	66	135	219	72	121	53	150	30	1496	541
MDOA007701	115	327	408	214	240	163	225	102	786	307
MDOA000348	172	199	404	70	595	210	916	99	211	16
MDOA014002	92	224	394	282	406	271	654	482	60	27
MDOA015521	84	820	240	489	149	297	136	186	301	204
MDOA005480	319	210	317	72	816	134	733	118	141	47
MDOA005613	256	251	282	103	501	129	619	208	427	140
MDOA010325	139	172	275	84	215	71	560	247	1019	136
MDOA013425	344	469	348	112	694	107	634	89	110	15
MDOA012345	2	12	20	30	76	135	167	327	1626	530
MDOA004360	48	119	196	63	216	112	169	47	1919	40
MDOA004466	256	310	183	304	30	48	42	251	924	581
MDOA014460	8	10	72	32	363	114	680	212	1029	411
MDOA000429	114	581	244	346	356	140	473	254	323	108
MDOA011325	118	79	73	4	100	6	311	33	2177	46
MDOA011215	14	38	79	9	82	35	76	17	1992	607
MDOA002773	210	290	411	419	598	264	397	102	193	68
MDOA005814	52	71	148	51	37	35	28	13	2083	434
MDOA007313	30	58	35	2	365	212	380	151	1404	317
MDOA008014	431	1072	441	349	179	72	110	104	158	42
MDOA011503	65	199	364	194	361	292	378	233	675	214
MDOA008452	9	11	17	5	47	2	132	133	2263	360
MDOA003062	559	1250	110	145	67	10	65	141	382	252
MDOA013078	378	517	526	250	278	175	387	289	114	67
MDOA010864	10	33	162	11	404	215	720	354	846	235
MDOA011639	443	358	384	223	206	24	267	55	896	139
MDOA015390	233	499	445	234	289	161	418	69	618	32
MDOA008252	2	4	12	3	9	14	5	10	2791	149
MDOA009649	104	358	262	541	299	314	358	360	204	199
MDOA015504	806	700	198	866	109	127	123	32	6	32
MDOA002352	243	814	537	339	160	90	164	153	434	70
MDOA015450	293	361	625	254	428	275	469	113	130	57
MDOA015266	96	447	624	345	358	155	278	179	421	103
MDOA005949	423	102	450	22	513	21	685	19	763	9
MDOA003476	42	250	196	432	275	545	375	220	587	89
MDOA004169	7	13	77	8	107	8	298	20	2408	69
MDOA006181	43	417	162	254	21	33	7	56	1506	517
MDOA009224	369	871	336	783	93	290	191	15	21	50
MDOA003992	15	64	33	205	129	176	280	495	848	782
MDOA003722	206	518	779	522	329	180	320	93	60	21
MDOA013855	3	42	21	33	259	131	528	648	873	490
MDOA010306	5	13	49	11	86	53	138	108	2059	514
MDOA012001	176	177	485	324	465	253	455	341	267	99
MDOA004570	198	152	556	129	628	104	612	169	382	114
MDOA013400	108	361	247	94	353	236	556	113	911	69
MDOA010136	53	521	36	656	156	368	199	702	302	65
MDOA009626	183	469	129	636	229	295	431	266	176	249
MDOA001650	33	86	28	17	20	14	80	104	2276	414
MDOA001871	401	678	395	244	275	95	278	104	456	152
MDOA010328	144	155	337	165	368	124	469	74	1128	121
MDOA009721	25	15	16	28	258	75	530	474	1207	464
MDOA015561	61	236	422	328	500	282	733	226	244	66
MDOA004179	43	30	65	27	33	7	27	49	2126	694
MDOA006617	17	31	79	86	100	51	107	245	1925	465
MDOA006033	6	20	41	8	20	11	22	13	1778	1191
MDOA014207	31	37	25	26	739	62	1094	139	866	101
MDOA006199	238	439	479	230	485	160	474	281	279	61
MDOA009595	312	1610	233	399	76	84	95	76	211	31
MDOA000068	160	239	1298	155	550	151	390	23	161	8
MDOA012481	221	584	433	655	174	297	96	195	196	284
MDOA015275	38	146	134	91	134	52	329	92	1728	391
MDOA001485	391	785	219	124	227	272	305	384	213	224
MDOA007588	487	286	188	150	94	48	232	88	1411	160
MDOA006899	200	401	756	340	327	115	372	117	345	173
MDOA007720	56	24	321	13	166	21	52	2	2363	131
MDOA002365	108	245	490	238	399	230	330	136	613	373
MDOA002410	13	21	84	39	146	56	140	26	2520	117
MDOA010242	31	180	57	262	19	66	51	126	1352	1027
MDOA010740	762	1328	376	314	158	51	110	50	7	19
MDOA012839	2	7	11	6	39	25	48	205	1994	838
MDOA009085	262	715	587	587	277	243	165	77	160	114
MDOA013021	77	225	275	177	336	95	195	98	1668	43
MDOA013628	77	23	150	15	83	32	329	19	2334	131
MDOA014844	906	363	1172	104	112	27	380	5	132	6
MDOA014671	24	62	169	67	20	16	61	10	2603	176
MDOA006289	5	23	178	81	589	502	692	550	327	265
MDOA000768	219	888	203	443	139	282	154	78	586	223
MDOA002086	56	93	271	65	520	156	761	252	878	171
MDOA007292	2	22	13	22	27	16	125	385	1492	1120
MDOA014164	26	134	386	141	370	291	432	189	978	290
MDOA003066	275	372	951	446	382	187	418	117	75	18
MDOA010603	160	471	96	38	626	290	516	560	271	220
MDOA012048	176	978	202	418	216	139	262	230	346	287
MDOA006047	77	110	44	21	33	24	37	1000	514	1400
MDOA009098	25	15	116	15	159	79	99	61	1936	757
MDOA014178	6	19	34	23	86	117	417	1660	235	666
MDOA007410	57	81	200	37	448	77	587	208	1325	246
MDOA005267	14	14	162	59	675	184	1046	501	422	218
MDOA002399	4	2	19	11	909	675	763	23	837	63
MDOA007541	233	685	522	678	241	280	199	101	297	70
MDOA014127	480	1412	134	335	109	179	80	169	196	215
MDOA013728	437	1323	271	342	149	216	339	105	72	56
MDOA008918	348	294	490	159	538	73	683	108	603	27
MDOA011641	105	374	317	101	220	74	186	45	1726	178
MDOA005401	628	895	230	446	214	134	247	49	332	155
MDOA011270	99	254	501	923	409	726	220	155	23	20
MDOA013318	162	308	914	216	598	178	714	158	76	8
MDOA008798	86	125	556	62	350	48	303	6	1716	82
MDOA008911	3	33	82	57	678	89	957	327	938	173
MDOA010157	73	71	283	48	795	105	1054	67	820	21
MDOA007049	63	3	1122	2	312	15	127	51	1013	630
MDOA007331	642	493	110	617	231	347	324	379	11	184
MDOA011273	12	24	7	1270	19	670	48	1052	98	138
MDOA004899	32	354	326	537	556	139	617	202	507	69
MDOA015483	604	1098	309	264	130	38	138	110	432	219
MDOA009200	242	221	470	157	358	129	1010	162	501	98
MDOA005599	194	395	879	424	435	108	298	115	385	127
MDOA007580	973	437	796	135	347	65	522	43	40	2
MDOA010329	187	72	670	15	921	31	909	17	525	14
MDOA014587	163	368	429	151	186	19	330	620	434	662
MDOA008569	191	300	610	105	584	140	1162	98	138	39
MDOA006647	383	102	312	8	625	21	754	10	1155	20
MDOA010498	444	444	348	222	304	74	421	65	968	100
MDOA010078	594	429	595	121	513	84	491	119	368	83
MDOA003744	37	151	676	102	933	199	435	457	97	315
MDOA004420	223	265	639	152	765	252	511	296	225	74
MDOA003899	98	134	300	162	439	44	503	169	1237	318
MDOA009264	266	546	330	1105	16	73	35	110	117	808
MDOA010008	35	92	103	28	162	90	393	112	2019	387
MDOA001823	196	230	439	45	704	153	1137	151	283	97
MDOA001246	31	225	878	227	726	211	772	103	209	57
MDOA004325	353	1006	183	144	90	37	71	137	1156	263
MDOA012374	4	5	31	13	59	44	91	48	2593	553
MDOA011697	46	27	252	120	229	80	110	50	2299	232
MDOA005692	42	108	355	117	685	116	688	118	1056	167
MDOA008254	533	1076	273	210	314	229	338	128	277	77
MDOA011696	233	242	193	434	224	297	211	308	495	818
MDOA010330	135	475	111	157	191	54	283	310	1094	646
MDOA003572	77	267	245	150	619	235	709	655	307	193
MDOA005348	362	137	459	26	679	39	1036	36	674	9
MDOA003383	302	372	206	926	96	212	113	465	267	500
MDOA011269	943	2003	140	133	61	22	92	23	22	22
MDOA014650	3	15	10	10	54	120	392	1245	1035	577
MDOA015581	128	255	319	356	333	353	426	526	501	275
MDOA000818	123	333	373	448	478	361	534	489	168	170
MDOA007989	3	9	6	2	20	31	98	675	1631	1003
MDOA012309	21	60	65	52	542	44	740	750	874	330
MDOA003966	277	220	280	55	1007	57	1147	63	325	56
MDOA012393	177	549	723	316	386	235	491	73	479	68
MDOA010460	347	880	470	318	322	197	342	247	304	79
MDOA005185	272	801	281	514	174	303	129	303	336	397
MDOA006552	359	1418	30	3	109	158	136	203	689	408
MDOA008466	207	915	87	113	334	131	354	163	972	238
MDOA012090	240	722	680	448	237	90	198	15	748	136
MDOA012766	507	1487	196	114	107	47	113	61	637	253
MDOA013625	298	310	955	315	659	159	497	108	202	21
MDOA015485	9	3	12	18	22	20	72	132	745	2492
MDOA009858	11	30	18	45	29	75	40	175	1777	1328
MDOA006852	271	564	760	427	360	167	373	142	358	108
MDOA002195	2	7	64	182	157	91	55	160	1564	1252
MDOA012459	181	418	410	343	498	345	325	423	300	294
MDOA005898	167	396	326	316	115	75	178	122	1600	243
MDOA006242	140	574	1099	176	498	152	403	75	390	31
MDOA009227	11	22	489	44	425	165	1402	154	430	397
MDOA011709	165	240	328	103	728	314	947	266	385	67
MDOA008228	296	367	27	21	7	5	18	83	2363	359
MDOA010385	80	412	869	473	497	485	427	181	67	55
MDOA004298	131	202	686	63	704	247	788	30	672	36
MDOA005483	45	105	35	10	263	79	1435	1135	298	161
MDOA011295	23	10	44	10	179	67	74	19	2946	203
MDOA002096	275	800	678	403	305	250	264	267	199	136
MDOA014706	120	122	544	141	533	123	1073	315	557	49
MDOA013312	256	694	245	189	370	310	624	321	372	201
MDOA007215	15	121	424	203	426	100	587	315	957	436
MDOA007186	375	1359	700	703	122	62	93	41	87	44
MDOA012177	260	1639	189	385	68	44	64	132	482	330
MDOA001445	315	192	192	42	14	6	52	125	2435	223
MDOA000395	246	904	706	528	20	4	18	17	708	447
MDOA009954	166	433	262	199	198	37	161	223	1326	595
MDOA002946	322	302	576	131	585	147	722	78	683	61
MDOA015182	116	264	344	158	503	276	420	352	766	409
MDOA012200	14	16	176	9	1080	200	1624	314	158	18
MDOA014094	874	648	756	102	201	50	164	65	725	26
MDOA005539	416	790	959	280	277	92	446	129	190	49
MDOA008846	429	388	273	357	195	130	386	83	969	423
MDOA009045	124	267	732	350	624	261	922	232	93	32
MDOA002115	90	497	66	277	177	352	152	1286	163	588
MDOA010368	21	17	38	3	35	3	146	458	1935	992
MDOA004426	155	270	41	156	10	34	16	8	2719	243
MDOA011043	137	179	360	87	742	90	1043	142	795	79
MDOA005433	107	124	327	188	336	163	626	72	1335	377
MDOA012213	983	1673	306	192	109	62	246	64	6	14
MDOA015179	79	1425	185	645	228	505	181	327	13	67
MDOA000286	94	232	633	343	753	304	630	284	230	169
