GeneID	SB1	SB2	CB1	CB2	G1	G2	GBE1	GBE2	DC1	DC2
MDOA002131	43	36	202	1	512	36	717	43	6840	234
MDOA003768	1	0	85	52	79	63	94	212	5716	2371
MDOA006881	0	5	8	13	255	200	1092	4924	981	1275
MDOA011365	0	4	870	389	2298	2798	1311	841	157	196
MDOA008068	0	3	3	157	267	1441	480	2774	330	3452
MDOA005742	1	1	8	2	57	9	257	490	4936	3178
MDOA004984	0	1	11	5	14	8	124	2666	2082	4030
MDOA011803	0	1	181	451	458	3721	430	1900	486	1382
MDOA006678	0	4	617	148	2391	1048	3250	1247	151	171
MDOA014168	2270	3261	2112	695	282	82	313	19	14	1
MDOA010514	0	1	1213	89	1622	823	1724	657	2692	282
MDOA009515	1	0	225	12	2853	285	2332	106	3212	80
MDOA013693	0	0	4	4	101	21	188	1153	4563	3091
MDOA012801	4	1	58	50	621	368	1111	1236	3917	1785
MDOA001112	2	2	0	29	54	98	207	2105	932	5750
MDOA011110	1	2	10	6	59	24	348	551	6520	1668
MDOA015156	1	1	3	3	72	50	138	1035	3943	3953
MDOA013330	1	2	80	20	776	189	1357	957	3616	2235
MDOA001675	0	6	14	54	491	714	991	2399	2257	2368
MDOA000030	0	0	1178	179	1921	606	1690	708	2515	523
MDOA009454	0	14	6	18	151	84	213	751	3795	4367
MDOA002554	0	1	72	63	252	103	758	1913	3705	2567
MDOA000381	4	9	1	8	10	8	268	874	6718	1577
MDOA004520	0	6	2	18	28	121	199	1927	4274	2936
MDOA007016	0	2	18	9	72	39	188	273	6774	2138
MDOA001063	0	3	99	115	1686	585	1594	1431	2362	1813
MDOA008414	564	210	1349	52	2793	342	3441	94	850	0
MDOA011623	0	2	50	152	2072	1895	2416	2815	80	245
MDOA013702	0	53	13	48	408	435	653	4424	979	2731
MDOA001441	0	117	4	49	6	26	5	12	8879	746
MDOA011121	0	5	891	324	961	836	1369	2306	1392	1794
MDOA005643	1	8	4	13	11	11	2	101	4599	5250
MDOA014318	0	2	130	102	791	626	1316	2498	1966	2609
MDOA014454	2	1	127	43	868	511	1915	1636	3678	1276
MDOA006823	6	23	6	13	5	1	26	44	8198	1862
MDOA003027	1	0	40	114	2644	866	3633	1130	798	962
MDOA003545	0	0	161	32	1625	651	2888	1457	2549	836
MDOA015433	1029	317	2378	83	1549	76	2184	13	2588	0
MDOA002240	0	1	219	68	1640	904	1870	2040	2111	1417
MDOA004273	0	3	361	63	3605	1141	2809	615	1512	213
MDOA007369	1	3	30	197	494	891	1340	6990	66	374
MDOA009689	1	6	66	615	659	1906	1706	5110	41	364
MDOA007127	0	2	203	22	1706	362	2073	1415	3642	1075
MDOA012613	0	2	8	45	1049	738	3011	5171	157	351
MDOA002019	0	1	1815	514	2101	355	2751	878	1593	635
MDOA003256	0	1	119	24	119	126	269	1543	5785	2694
MDOA012457	0	0	70	10	3215	480	3151	842	2710	293
MDOA005820	1	6	88	17	2349	651	2860	593	3776	530
MDOA006259	0	0	49	18	365	328	658	3108	3444	2999
MDOA009220	0	3	171	27	3881	529	4524	1236	530	141
MDOA013531	0	6	10	9	14	13	10	24	7821	3203
MDOA006393	0	1	38	99	2249	857	4994	2644	78	165
MDOA002744	1	5	15	12	115	26	262	429	9514	971
MDOA001531	1	5	144	16	1007	585	1740	988	5895	1060
MDOA000679	9	12	49	1	17	6	22	289	8021	3156
MDOA014832	2	0	1226	641	2597	1330	2587	1414	1088	733
MDOA001559	0	3	28	12	84	19	420	1003	9743	354
MDOA014024	0	10	982	202	2575	624	1992	1304	3064	944
MDOA005739	1	2	5	13	4	11	28	1800	1228	8606
MDOA004461	3	0	6786	548	2154	1068	782	93	240	35
MDOA000061	0	2	2903	271	2885	1399	2643	1184	274	199
MDOA014359	0	4	8	3	17	8	17	35	9629	2147
MDOA001735	1	3	6	4	12	4	59	179	9283	2334
MDOA008529	3	12	17	0	8	26	11	13	11247	608
MDOA013404	0	1	3481	446	3181	690	3274	566	168	195
MDOA001369	1	2	23	42	5	234	4	111	4664	6948
MDOA011386	0	9	21	53	106	104	312	421	6411	4769
MDOA014980	0	1	14	8	41	18	142	350	11028	647
MDOA012082	2	2	9	1	12	4	48	34	11360	820
MDOA009046	2	0	4668	398	2644	1017	2335	464	702	93
MDOA015367	1	37	458	347	1360	3468	1306	2812	782	1864
MDOA001453	2893	8772	385	323	26	7	29	7	2	1
MDOA013959	1	2	43	57	831	749	1239	977	5752	2848
MDOA001093	0	0	15	12	30	17	49	35	11279	1370
MDOA000203	0	0	408	373	2581	1798	4636	3200	5	37
MDOA003471	0	2	123	67	938	973	953	2778	3479	3747
MDOA005894	0	2	52	125	1757	1858	2816	2754	2327	1471
MDOA013136	1	7	147	515	1522	1367	4179	5086	120	337
MDOA015400	0	1	28	5	153	72	150	208	9814	2924
MDOA009846	0	0	177	53	3210	1168	1664	835	5681	634
MDOA009289	1	4	270	74	2597	823	5003	3378	784	536
MDOA007321	0	2	21	114	884	1128	1251	4178	1251	4786
MDOA007681	0	3	8	5	8	8	11	152	7339	6138
MDOA006755	0	1	90	126	2568	1882	3659	2257	2077	1054
MDOA002512	1	3	60	71	3551	554	3623	1174	3742	1131
MDOA014653	1	2	172	89	2614	438	4144	1298	3809	1451
MDOA012486	0	1	4512	677	2804	1991	1988	608	1000	485
MDOA009201	0	2	1251	243	4011	1236	3199	550	2843	758
MDOA011984	2	8	0	0	5	2	5	19	10030	4228
MDOA013017	2	1	7809	1756	1941	1118	941	275	293	164
MDOA005661	0	3	3	5	1640	596	3709	5798	582	1967
MDOA001207	0	1	1435	1035	1898	4035	1969	1636	1840	538
MDOA010660	0	2	7	38	172	303	732	3544	5417	4237
MDOA001981	0	3	2	11	1218	867	2148	4747	1942	3782
MDOA001544	1	2	45	10	384	144	659	1730	9267	2479
MDOA011045	19	2	19	0	151	50	261	114	12518	1660
MDOA003879	22	1	27	17	55	28	58	36	12795	1812
MDOA005246	0	110	35	27	14	79	12	2218	1211	11180
MDOA001666	3	0	16	7	399	53	447	755	11672	1633
MDOA009711	1	5	155	332	522	1125	866	5469	1132	5388
MDOA012335	3	4	0	1	12	18	28	32	10037	5081
MDOA006707	7	0	6586	1708	3456	1668	1840	106	3	2
MDOA008557	0	0	2064	143	5120	799	6216	953	80	89
MDOA002522	8	6	6	9	7	1	4	4	13238	2199
MDOA007542	3	19	4	22	0	11	6	583	3442	11410
MDOA001357	13	0	4396	1209	3261	1365	4864	412	10	19
MDOA001030	0	1	31	38	656	459	1576	5822	2987	3998
MDOA007302	1	1	80	9	145	79	175	120	13456	1687
MDOA009797	1	1	3847	1198	2218	2350	1433	1624	1947	1138
MDOA006673	0	0	26	26	3214	694	8243	2664	741	166
MDOA015338	5	1	2975	1171	2051	1664	2813	2884	1373	891
MDOA002610	0	5	348	153	4232	2072	6210	2724	21	90
MDOA006253	0	2	1776	116	3645	1590	5647	1452	1340	295
MDOA005629	0	2	4	11	926	311	2377	3338	6763	2301
MDOA010671	0	0	74	71	2333	1069	5319	2447	3392	1354
MDOA010091	0	1	2627	717	3829	2146	3075	1301	1987	548
MDOA012334	48	99	20	26	5	0	17	3	15523	646
MDOA011307	0	1	194	37	1369	478	1167	461	11958	1010
MDOA008527	1	8	245	251	3399	3502	4801	3330	576	686
MDOA000045	1	0	1210	97	7452	781	6007	389	912	44
MDOA005593	0	0	6115	947	1457	776	1384	972	3549	1895
MDOA010461	0	2	78	83	2380	861	3373	2560	5929	1950
MDOA013885	0	0	12	9	33	17	33	57	16387	745
MDOA003138	9	2	4492	2918	2714	4178	2257	719	0	42
MDOA005556	5	0	3620	632	5049	1242	5104	1667	112	74
MDOA007814	1	11	28	16	12	13	6	5	13103	4485
MDOA009329	0	1	1609	823	4059	2190	1413	1859	4341	1458
MDOA003812	0	2	3587	719	2851	2161	4562	2489	1005	585
MDOA009538	0	3	3	2	2	7	11	402	11751	6096
MDOA002980	2138	9421	2102	2742	696	438	598	197	1	14
MDOA008502	0	1	1012	101	3992	1062	4906	1090	5837	627
MDOA009539	0	0	813	506	3026	1015	3767	1759	5102	2847
MDOA013882	0	0	15	3	7	14	43	17	18792	506
MDOA000257	0	1	2767	319	4514	1230	6085	999	2920	819
MDOA010342	1	7	101	75	1818	1053	2403	3199	6395	4604
MDOA002827	1	2165	702	3311	494	4598	1635	4987	145	2067
MDOA007465	1	1	181	64	4418	862	9091	5132	236	204
MDOA013363	1	10	28	27	129	76	206	275	16691	2940
MDOA000002	1	2	2357	584	4666	1573	4027	1820	4522	860
MDOA003813	0	0	794	149	3433	807	3538	1330	9968	789
MDOA001068	0	0	188	33	1703	312	2877	587	14206	1069
MDOA009940	18	2	15321	4101	900	290	359	29	0	2
MDOA014179	1	1	181	148	6393	2841	8214	2338	1034	440
MDOA002726	1	5	26	9	15	4	30	98	18871	2649
MDOA002368	0	2	9	7	31	13	64	125	13431	8045
MDOA007721	0	9	1872	344	3773	1751	4750	3118	3990	2150
MDOA005211	0	8	416	196	2103	1268	3712	4658	4993	4451
MDOA002348	0	2	5	35	1310	1464	5815	11798	379	1054
MDOA006499	0	5	69	63	816	282	3255	9818	2687	4971
MDOA009319	1	10	13	3	39	23	107	421	16125	5335
MDOA006075	0	3	935	418	4063	2745	5276	6202	1145	1379
MDOA012630	1	3	11	12	9	7	25	7	19949	2248
MDOA008779	0	8	83	1399	297	4024	353	10303	560	5534
MDOA003305	2	5	5	0	7	4	6	160	15248	7137
MDOA009097	0	1	6024	569	7547	3070	4960	533	11	15
MDOA008096	1	8	3	7	19	12	22	58	17088	5603
MDOA004793	1	6	21	5	18	18	29	87	16697	6453
MDOA009544	1	3	1748	460	814	1084	2233	2439	11216	3398
MDOA005809	1	8	23	75	434	374	1342	6119	5348	10157
MDOA011064	1	1	2857	294	5792	2440	6052	1421	4742	658
MDOA011734	1	4	6	6	15	9	113	3341	9939	10878
MDOA008724	0	0	3900	356	9571	2215	7239	539	754	27
MDOA001176	0	1	285	35	4346	559	7898	7361	993	3135
MDOA007510	1	1	209	47	4501	1710	5849	1816	8573	1923
MDOA000415	0	2	1063	94	4271	786	4927	360	13021	302
MDOA011777	13	1	1419	305	3998	2628	6222	4429	3503	2729
MDOA001339	0	6	6	7	17	47	20	65	2881	22621
MDOA011791	0	3	1712	136	7742	1813	10733	1877	1605	288
MDOA001664	0	1	921	148	6678	1948	8084	1631	5609	1026
MDOA005369	0	2459	132	6905	317	4164	139	6826	459	4793
MDOA000904	1	3	12	13	183	166	678	4881	12087	8542
MDOA006305	0	7	3	3	2	2	5	4	22002	4597
MDOA002711	1	1	3	6	11	7	503	2730	17352	6156
MDOA003142	1	5	643	1045	4905	3811	5183	4630	1502	5067
MDOA002908	1	10	117	54	1786	1273	2781	3855	11995	5014
MDOA002384	1	3	153	268	6532	1578	7410	2466	7823	997
MDOA013472	0	4	810	2210	921	10040	906	7853	74	4600
MDOA013590	0	3	177	113	4903	1437	5096	2607	9917	3203
MDOA014670	1	3	53	69	2439	1536	4970	4956	8420	5075
MDOA005851	0	1	220	48	28	33	19	2	24165	3109
MDOA008071	0	4	248	54	6188	967	12974	5107	1207	893
MDOA006425	1	4	1103	260	6866	4802	8448	3704	1653	834
MDOA000410	1	0	467	355	11396	978	11996	396	1718	489
MDOA008735	2	1	2242	748	6820	5395	6733	3494	1645	814
MDOA003485	0	3	4055	73	10438	826	11331	203	963	23
MDOA003582	2	0	5356	1678	8244	2013	9323	1633	195	258
MDOA007240	0	0	2078	51	1753	268	1597	104	21850	1713
MDOA001464	0	6	4	4	929	670	2704	14231	2577	8517
MDOA009737	0	4	127	319	5022	3255	6658	6659	4562	3076
MDOA013932	2	0	1609	29	9813	687	16592	443	1422	66
MDOA006740	0	7	191	89	1539	1001	3408	8404	7916	8155
MDOA002787	2	0	1599	101	10714	284	13501	520	3807	239
MDOA007689	3	3	3	3	19	1	6	24	29207	1499
MDOA013565	0	3	5075	1515	4228	5527	4003	4635	2408	3874
MDOA006847	2	1	938	137	6138	2127	7748	1471	11631	1197
MDOA003793	0	7	2	15	2963	930	5744	15933	3823	2172
MDOA000361	0	6	310	320	10142	1715	13373	6470	186	169
MDOA000527	1	15	1700	508	8290	2843	9591	7192	1686	1666
MDOA015101	0	1	993	634	7492	5021	9209	4802	3961	1840
MDOA002056	0	4	4614	5390	7006	7673	6048	3132	8	83
MDOA004026	1	4	362	194	3736	1530	4751	10709	6262	6533
MDOA004511	0	6	2317	1280	3041	2763	2386	5219	8591	9158
MDOA007184	0	7	478	580	5070	3426	10120	13715	378	1166
MDOA013126	1	10	7	223	443	781	1195	7095	7980	17206
MDOA009056	0	4	1931	1049	6807	4567	7082	6437	3542	4343
MDOA004527	0	0	1047	390	7847	3065	18613	4821	37	82
MDOA013940	1	4	3785	1463	12759	3393	10599	2772	1130	351
MDOA007842	1	9	188	232	2076	1756	4929	9786	8631	8723
MDOA010056	1	27	58	11	42	18	65	69	34793	1629
MDOA009163	0	0	5	2	45	28	47	9	32733	4254
MDOA002186	24	3	27578	6004	1905	412	1368	23	0	2
MDOA001989	0	0	412	21	214	47	106	246	34161	3006
MDOA013595	0	6	23	22	48	98	49	270	2516	35490
MDOA008757	1	8	7	10	5	4	72	701	28194	10124
MDOA012775	1	6	4696	2489	8582	5500	8137	3124	2162	4436
MDOA010463	1	5	32	27	84	99	471	5157	24991	8568
MDOA012152	0	9	8	5	30	20	44	188	30568	10861
MDOA015303	4	5	10	7	14	10	19	0	39236	3070
MDOA013314	0	8	382	272	5747	3045	7361	8553	11260	6333
MDOA008581	0	1	1220	1034	8210	2999	11719	4745	9524	4095
MDOA000243	0	9	3083	2117	8804	9172	8085	8952	1620	2762
MDOA011449	0	10	439	287	6990	2803	9079	5945	14372	4878
MDOA013120	0	8	20	3	39	14	59	12	38349	7246
MDOA010067	0	15	69	776	1904	3246	3442	17139	4978	14402
MDOA012793	22	1	25464	17108	1971	1551	519	113	32	46
MDOA013545	3	4	0	5	18	22	77	57	33842	13647
MDOA015107	0	4	8	10	241	236	731	6218	27637	13793
MDOA009640	0	8	50	43	1452	484	1919	5270	24073	16076
MDOA005114	0	1	8054	1375	15294	5312	11136	3143	5467	1589
MDOA011896	0	10	1930	1138	7795	7598	10415	16628	3037	3764
MDOA005417	8	1	16425	944	17914	3797	11977	658	1131	87
MDOA003799	0	4	63	71	2555	4371	18434	12545	6386	10376
MDOA007611	0	13	792	222	1631	1706	613	1272	40659	8589
MDOA004797	0	9	6	3	336	141	1162	8745	30521	15190
MDOA012190	1	10	905	488	11416	3738	12364	6526	17184	5105
MDOA000278	2	0	11976	270	20156	2615	22034	1253	966	76
MDOA006870	0	3	5411	1080	13284	4797	12610	8483	10254	3911
MDOA013138	0	11	44	27	242	501	1998	14682	17709	24695
MDOA003234	0	7	16635	1717	17413	7369	14793	442	1329	232
MDOA002670	18	15	45291	12476	2104	1775	266	170	0	4
MDOA007383	1	7	6	3	6	9	30	127	56124	9902
MDOA001936	0	9	4979	1749	12668	8964	11812	12772	11205	10630
MDOA013772	0	10	11	36	4826	896	13041	19255	26162	10888
MDOA010919	1	10	15	11	58	27	99	45	70448	5134
MDOA000456	13	4	61415	10108	3041	691	587	95	0	1
MDOA009895	0	6	11595	2186	21649	12235	22973	3977	579	1341
MDOA000687	43	2	58129	15145	2019	856	463	104	1	34
MDOA002784	1	0	2	10	48	23	341	607	70415	5430
MDOA015431	126	351	47	77	5	14	26	1	69134	9952
MDOA015329	0	17	145	357	2340	3007	4092	28432	13622	34956
MDOA014244	0	15	12	10	7	20	66	1660	57657	28845
MDOA006543	0	21	9	39	161	62	124	687	50891	41030
MDOA000663	0	20	8	14	210	219	149	337	65167	29448
MDOA000231	1	33	16	31	720	396	2986	13466	45764	33765
MDOA011505	0	8	6900	1728	25485	11317	37804	5549	5866	3365
MDOA015430	1	25	766	738	14786	11239	17691	18094	13847	24889
MDOA006557	0	0	37	21	93	70	23	87	96265	8627
MDOA015151	2	2	14	2	11	14	42	0	105101	2967
MDOA008661	1	14	12	62	2774	827	7426	15070	52193	32667
MDOA015012	1	1	2060	796	7512	5165	7235	4844	67402	27923
MDOA005617	1	13	7635	2156	23727	11847	44808	28501	786	4395
MDOA004122	0	13	4	5	4	5	26	79	99206	24703
MDOA012414	0	4	321	72	8328	1339	13922	7923	89415	13724
MDOA007176	0	8	8	3	68	22	85	142	119879	16847
MDOA014771	0	8	4	7	485	81	5196	8251	106922	25408
MDOA013933	1	10	53	20	75	23	128	127	142664	18920
MDOA000889	0	18	40	107	8020	1629	16682	31469	80934	32273
MDOA008885	0	20	10097	4372	9358	13487	9714	1255	101375	43694
MDOA008445	0	41	2472	1759	10907	12754	16105	31702	55210	66131
MDOA008248	0	35	10	152	2465	3131	6328	29242	99362	96753
MDOA002906	1	55	27224	13200	41502	72064	36959	66968	7269	21269
MDOA003634	0	41	14515	3465	51389	16940	117274	79164	8764	24425
MDOA009752	0	50	13	59	7	92	68	179	218964	191241
MDOA002282	0	210	7	286	27	277	94	9753	406057	112717
MDOA008171	0	5	0	0	4	6	3	2	3	7
MDOA003622	3	0	7	2	4	2	4	9	0	0
MDOA011446	0	0	6	3	2	2	0	0	11	7
MDOA013529	3	3	3	5	1	0	0	1	11	5
MDOA004104	2	3	5	0	4	3	9	5	2	0
MDOA001469	0	2	0	0	2	7	10	3	7	4
MDOA002345	0	0	4	2	7	2	7	8	6	0
MDOA010251	0	0	0	1	3	7	13	6	5	3
MDOA005654	0	0	3	0	5	5	8	3	4	12
MDOA005304	3	3	5	4	3	2	12	0	9	0
MDOA009632	6	0	3	14	2	5	7	3	3	0
MDOA004809	1	0	4	0	8	2	7	16	2	4
MDOA006813	1	0	6	0	9	4	8	4	3	9
MDOA012990	0	3	5	5	0	2	6	7	9	7
MDOA003512	3	2	15	3	3	9	5	1	4	1
MDOA011533	2	2	10	3	8	9	7	0	5	0
MDOA003158	0	0	6	0	4	5	11	7	9	5
MDOA013961	1	1	4	3	0	1	3	4	10	21
MDOA004340	0	0	5	7	6	11	5	9	0	6
MDOA014639	0	2	0	4	9	4	8	8	5	9
MDOA010430	2	16	7	2	0	0	8	2	13	0
MDOA010433	0	0	0	4	12	13	10	2	3	6
MDOA002679	0	5	4	2	4	0	9	10	14	3
MDOA004836	2	5	5	5	0	0	1	0	20	14
MDOA014682	3	3	0	0	18	2	22	4	0	0
MDOA005839	0	6	14	10	6	7	6	3	1	0
MDOA006238	0	5	9	10	1	7	8	5	2	6
MDOA010869	0	9	5	5	15	6	1	0	3	9
MDOA011213	1	13	6	12	3	9	1	1	4	3
MDOA006867	2	0	12	8	5	0	4	4	8	11
MDOA002855	1	0	0	0	8	9	21	7	5	4
MDOA012581	0	0	0	19	5	8	5	9	4	5
MDOA013507	0	2	2	10	9	7	8	9	0	10
MDOA003873	0	5	0	3	6	4	2	2	22	14
MDOA005013	0	0	0	0	17	7	16	5	7	6
MDOA009934	0	0	0	0	4	2	10	6	29	7
MDOA001935	1	5	4	17	8	2	9	8	5	0
MDOA002029	1	7	19	3	7	11	4	7	0	0
MDOA014538	2	21	5	11	10	0	3	7	0	0
MDOA015621	0	0	4	5	5	2	7	16	20	0
MDOA004791	0	0	15	0	6	6	3	9	11	10
MDOA009465	0	2	6	10	0	0	22	2	7	11
MDOA009684	0	1	5	5	12	9	12	0	7	9
MDOA010345	0	0	0	0	2	8	3	8	2	37
MDOA012240	3	4	14	2	4	2	4	0	28	0
MDOA015175	1	5	3	13	4	1	4	4	18	8
MDOA015769	0	0	6	0	10	4	4	3	23	11
MDOA005334	6	2	6	0	6	4	21	8	9	0
MDOA015735	0	5	17	5	7	3	14	3	8	0
MDOA011264	0	1	7	0	7	10	7	3	8	20
MDOA015668	4	8	0	27	7	7	3	7	0	0
MDOA007326	1	2	10	5	11	10	4	8	13	0
MDOA012112	0	0	6	4	7	2	12	25	8	0
MDOA001608	0	1	8	0	9	10	2	9	15	11
MDOA003998	0	7	9	2	26	7	8	6	0	0
MDOA008312	1	4	0	3	9	12	12	6	6	12
MDOA003316	0	5	0	4	10	3	7	6	18	13
MDOA003504	2	7	5	27	1	17	2	5	0	0
MDOA014744	2	16	0	31	2	5	2	4	4	0
MDOA015226	0	0	4	4	1	0	6	17	11	23
MDOA009744	6	6	5	7	26	3	10	0	3	1
MDOA011730	0	0	0	0	4	6	2	6	41	8
MDOA014855	2	3	19	13	11	8	1	0	10	0
MDOA010221	2	4	0	12	3	12	0	5	10	20
MDOA002463	0	0	0	0	12	10	6	25	3	14
MDOA013799	3	7	8	4	4	1	1	0	31	11
MDOA002067	2	6	1	11	6	18	7	12	0	9
MDOA007034	0	1	6	0	7	6	7	3	22	20
MDOA009182	0	0	15	10	9	21	12	5	0	0
MDOA013388	1	0	2	0	16	11	7	18	6	11
MDOA014082	1	5	2	7	9	3	35	0	6	4
MDOA008214	2	2	0	5	0	6	5	10	26	17
MDOA014482	0	0	8	4	14	24	9	12	2	0
MDOA013832	2	20	0	10	4	8	4	21	0	5
MDOA001438	2	2	3	6	5	0	38	4	15	0
MDOA001760	2	0	0	0	2	2	32	21	8	8
MDOA014683	2	20	23	9	2	7	11	0	1	0
MDOA013561	0	29	8	11	12	5	2	8	0	1
MDOA014796	0	0	8	3	17	8	18	19	3	0
MDOA002209	0	0	2	2	11	3	1	0	42	16
MDOA014069	0	0	10	0	2	5	2	6	32	20
MDOA005824	0	5	8	9	1	2	4	7	31	11
MDOA001349	0	2	3	0	23	19	14	5	11	2
MDOA008738	2	22	19	4	6	5	5	0	16	0
MDOA006189	0	5	5	6	16	6	2	25	15	0
MDOA004754	0	3	5	0	16	2	37	4	7	7
MDOA007870	0	3	11	3	9	11	2	7	37	0
MDOA001678	3	4	11	9	9	0	31	0	11	7
MDOA005128	1	12	3	6	0	19	4	15	20	5
MDOA010318	6	3	25	7	21	5	18	0	0	0
MDOA001417	0	12	13	0	11	2	16	10	8	14
MDOA014320	0	0	0	3	3	3	4	36	26	11
MDOA015478	0	0	9	0	9	7	18	8	22	13
MDOA002017	0	0	3	0	6	21	2	27	2	26
MDOA004490	0	0	7	0	18	6	2	25	19	10
MDOA000043	0	3	37	8	4	8	9	1	8	10
MDOA001066	2	7	3	2	6	1	14	1	47	5
MDOA001448	12	3	21	1	11	0	33	3	3	2
MDOA001643	0	0	13	8	15	8	38	0	3	4
MDOA002379	0	0	1	1	18	9	16	11	13	20
MDOA003995	3	6	0	4	3	0	13	7	30	23
MDOA008967	0	3	32	12	10	7	7	10	1	7
MDOA014203	0	0	5	5	3	3	11	0	45	17
MDOA012665	1	0	0	0	8	3	37	16	9	16
MDOA007729	0	0	7	5	4	0	2	19	51	3
MDOA014644	0	1	3	0	11	7	16	5	23	25
MDOA011798	0	1	0	4	10	3	9	17	36	12
MDOA004502	0	5	4	15	3	8	0	29	9	21
MDOA007451	0	0	10	0	2	3	9	5	51	14
MDOA001144	3	3	8	1	12	11	40	16	1	0
MDOA001280	0	0	6	0	7	7	8	26	29	12
MDOA013704	1	0	14	0	10	3	26	7	25	9
MDOA000711	3	14	4	40	1	9	2	21	1	2
MDOA007007	3	0	13	9	4	8	3	20	36	1
MDOA001593	0	0	13	0	28	4	35	6	2	10
MDOA004276	0	0	2	0	2	2	6	8	37	41
MDOA011689	1	0	1	3	5	7	5	3	68	6
MDOA011911	5	12	15	9	12	5	38	0	3	0
MDOA001335	0	0	0	2	7	6	3	22	31	30
MDOA002197	0	0	0	0	9	5	36	20	29	2
MDOA006096	0	0	0	4	9	7	7	17	10	47
MDOA006193	0	3	1	0	3	2	2	8	77	5
MDOA015732	0	7	0	15	6	22	4	9	24	14
MDOA000843	0	0	14	0	7	9	7	3	51	12
MDOA002659	1	3	3	0	11	14	16	20	31	4
MDOA003555	9	6	42	0	14	3	14	12	3	0
MDOA007966	0	0	3	0	10	2	6	10	23	49
MDOA008003	0	0	5	0	18	2	14	11	24	31
MDOA012104	0	0	2	0	4	2	12	7	69	9
MDOA001412	1	0	8	9	20	8	29	19	12	0
MDOA008774	2	13	32	3	23	2	31	0	0	0
MDOA011367	0	5	0	0	3	10	10	26	13	39
MDOA002164	0	0	0	2	9	7	26	11	12	40
MDOA010110	6	4	21	0	10	6	20	1	33	6
MDOA015353	0	0	0	2	19	11	20	21	17	17
MDOA010269	1	3	0	17	12	18	16	14	6	21
MDOA013669	0	0	19	15	15	18	24	7	11	0
MDOA007503	1	0	19	0	16	3	9	18	38	6
MDOA010765	0	2	3	0	21	17	16	29	3	19
MDOA012402	1	25	8	8	18	34	10	3	1	2
MDOA015254	3	0	6	6	30	8	27	7	23	0
MDOA004977	1	1	0	0	9	8	14	24	44	12
MDOA002733	0	2	1	1	16	9	28	18	28	11
MDOA009904	0	0	4	5	5	16	14	0	51	19
MDOA001263	0	0	0	0	18	8	24	9	36	20
MDOA008111	1	1	0	3	2	2	17	12	71	6
MDOA013371	1	29	35	3	10	12	6	7	12	0
MDOA012241	2	0	0	0	36	4	18	6	41	9
MDOA004230	0	21	11	6	3	15	15	46	1	0
MDOA013550	1	0	11	1	14	14	30	2	37	9
MDOA000389	0	23	0	18	6	14	5	47	2	5
MDOA002602	0	0	24	9	17	19	23	0	8	20
MDOA010503	9	4	0	1	1	2	7	10	59	27
MDOA002141	3	5	0	2	4	0	2	11	52	42
MDOA008893	1	0	3	2	0	0	9	7	64	36
MDOA009673	0	0	18	0	26	2	40	10	23	3
MDOA010149	9	6	19	1	43	11	25	4	4	0
MDOA001270	1	8	7	15	3	17	0	49	8	15
MDOA005140	0	4	26	4	6	14	11	29	29	0
MDOA011945	0	0	15	0	25	10	19	19	11	24
MDOA003246	0	0	4	0	18	3	21	51	9	18
MDOA003937	2	49	37	16	11	9	0	0	0	0
MDOA006887	0	0	2	0	25	4	39	8	28	18
MDOA007108	10	8	16	1	11	6	17	0	10	45
MDOA012964	0	0	0	0	4	3	12	67	12	26
MDOA015396	0	0	3	7	8	0	18	5	22	62
MDOA001243	0	0	0	0	8	4	15	49	39	13
MDOA003561	0	1	0	0	29	3	44	18	22	11
MDOA006702	0	0	0	4	7	22	2	36	23	35
MDOA007306	0	0	15	9	45	34	17	9	0	0
MDOA012117	1	22	19	15	4	19	0	15	6	30
MDOA003717	4	19	1	4	4	2	6	0	64	29
MDOA012065	0	0	18	0	39	28	17	9	14	8
MDOA000475	0	0	1	2	4	13	4	14	49	47
MDOA002808	1	0	0	4	4	23	10	38	15	41
MDOA002952	0	29	27	33	11	9	11	6	9	1
MDOA009496	2	1	0	1	13	4	19	11	70	15
MDOA008648	0	0	7	2	17	1	33	15	51	12
MDOA009413	1	0	1	1	6	3	3	9	35	79
MDOA013897	3	23	34	0	5	0	13	10	40	10
MDOA001908	0	1	19	3	6	0	7	16	30	57
MDOA002688	17	69	12	25	2	0	3	0	8	3
MDOA005691	3	4	18	5	15	5	7	0	82	1
MDOA004964	0	14	36	3	13	0	18	4	28	26
MDOA006656	3	14	36	5	18	5	26	0	35	0
MDOA008069	0	3	11	8	19	3	7	0	76	17
MDOA012941	0	3	0	0	2	11	3	58	11	57
MDOA003541	0	0	14	4	4	2	1	0	53	68
MDOA006334	0	1	13	0	2	16	18	7	68	21
MDOA002163	3	5	5	0	42	11	49	0	21	11
MDOA015633	6	1	5	9	38	5	74	7	2	0
MDOA007598	0	0	7	0	6	21	32	49	21	12
MDOA009376	2	8	21	4	49	3	49	0	13	0
MDOA000258	0	3	2	17	22	29	21	49	8	0
MDOA008512	0	0	0	0	11	11	21	28	35	45
MDOA015154	0	0	17	0	6	4	8	2	99	17
MDOA001863	0	0	0	4	21	17	3	59	20	30
MDOA005069	6	0	17	0	24	8	42	40	10	7
MDOA015747	0	0	4	0	4	9	15	10	59	53
MDOA000619	0	37	0	0	5	2	5	4	91	12
MDOA011096	1	1	0	3	15	29	41	26	35	6
